Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Ghana,GHA,"Internally displaced persons, total displaced by conflict and violence (number of people)",VC.IDP.TOCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,230,
Ghana,GHA,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,0.215252153,0.031026993,0.278983261,0.196979645,0.529265255,0.472143532,0.634091757,0.196656834,0.301659125,0.411551595,0.531578143,0.350354501,0.13130998,0.263696084,0.596212427,0.886883075,0.341170891,0.595856614,0.481273995,0.149629863,0.444079561,0.405786132,0.858320537,0.363812112,0.443334239,0.25365146,0.29239468,0.153529252,1.115072597,1.115072598,0.858777436,0.392472561,0.203070471,0.277512342,0.216308458,0.308743698,0.53811268,0.907485216,0.561044735,0.447744534,0.272137266,0.215681096,0.263473219,0.304746036,0.555064905,0.378644396,0.260567896,0.482697295,0.709097563,0.340204838,0.363398104,0.172875877,0.211332324,0.432798244,1.019912021,1.026868894,0.552883716,0.701202734,0.885519407,0.324545702,
Ghana,GHA,Export volume index (2000 = 100),TX.QTY.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,171.0257875,245.0697417,348.4759625,341.3537845,47.84523874,49.89074353,39.71026101,47.12809598,53.92515175,66.2002706,54.40955556,36.55841347,77.2430855,64.03403897,87.02841999,92.12298025,87.61640787,85.85099793,91.0177606,99.93434546,100,98.45626478,84.06340981,102.3916111,107.446078,114.0685801,135.1544305,130.283691,126.0860253,135.2434977,158.2873669,220.9693361,240.5957897,262.7810209,252.7668163,225.9598549,243.7574796,295.5774741,283.728327,297.910482,
Ghana,GHA,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,0.828500414,0.626880642,1.200480192,0.631521142,0.881834215,3.303571429,2.134927412,0.445292621,0.685602351,1.323581733,1.665830626,1.766158587,2.195509842,2.499983344,4.744726622,2.815378409,2.792916913,3.066618206,1.809001052,1.223212868,2.209293392,0.945951838,0.803661906,0.648833238,1.264021974,1.171284809,24.1037292,1.153938197,2.572535973,2.572535973,2.026966497,1.749453663,5.239188366,4.607383757,4.634346415,6.304513273,5.339894442,5.022578039,6.423227669,7.209650856,5.989254285,6.228163256,7.929155741,10.16116339,14.91360868,12.87816985,14.86197028,16.93788861,17.84691579,18.64500792,18.27525367,21.93190387,22.59813355,23.83332037,20.61789531,23.49577679,22.50837649,24.1083201,26.65432191,24.78003299,
Ghana,GHA,"Tariff rate, most favored nation, simple mean, primary products (%)",TM.TAX.TCOM.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.15,,,,,,,16.97,14.93,14.93,14.93,14.94,,,14.68,14.68,14.68,15,,,14.44,,,13.33,13.33,13.31,13.31,
Ghana,GHA,"Tariff rate, most favored nation, simple mean, manufactured products (%)",TM.TAX.MANF.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.19,,,,,,,13.93,12.51,12.51,12.51,12.53,,,12.47,12.46,12.46,12.35,,,12.34,,,11.74,11.6,11.61,11.61,
Ghana,GHA,"International tourism, number of arrivals",ST.INT.ARVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286000,305000,325000,348000,373000,399000,439000,483000,531000,584000,429000,497000,587000,698000,803000,931000,821000,903000,994000,825000,897000,,,,,
Ghana,GHA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.19772927,49.17483793,49.15221595,49.1340969,49.12521413,49.12791753,49.14432158,49.17187838,49.20379347,49.2309758,49.2483023,49.25273984,49.24829137,49.24499281,49.25520289,49.28616678,49.33967137,49.41029506,49.48892214,49.56292818,49.62317676,49.66761944,49.69869386,49.71755239,49.72659655,49.72786653,49.72162592,49.70837191,49.69046136,49.67053471,49.65061908,49.63132325,49.61273772,49.59550514,49.58018442,49.56698749,49.55610604,49.54730245,49.53992609,49.53320871,49.52650184,49.51978114,49.5130289,49.5056989,49.49717774,49.48717027,49.47563251,49.46284493,49.44914308,49.4349393,49.42057612,49.40609262,49.39164011,49.37762427,49.36456454,49.3528199,49.34253968,49.33359463,49.3258297,49.31896256,
Ghana,GHA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.344937553,2.356732588,2.367571926,2.37618142,2.380512546,2.380691812,2.408828556,2.429789582,2.444660211,2.455101311,2.462138665,2.48831972,2.50910356,2.525492028,2.538171713,2.548341439,2.585231242,2.615720798,2.640407068,2.659145306,2.671996206,2.694679348,2.711174092,2.722989635,2.731712783,2.7385998,2.760808964,2.77844168,2.792147611,2.802456002,2.810249886,2.830075713,2.846185631,2.859450672,2.870349942,2.879701179,2.89194626,2.896959264,2.895720884,2.889127302,2.878059777,2.876358106,2.869698046,2.858546761,2.842439916,2.822072441,2.827804838,2.826778987,2.824418362,2.827122156,2.838001666,2.873618544,2.91324777,2.951997443,2.982856638,3.003791311,3.030695411,3.049805358,3.068898007,3.097322178,
Ghana,GHA,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,4.350953929,4.338235188,4.340480843,4.350554255,4.359286092,4.363452847,4.33839227,4.306597083,4.270825817,4.235989578,4.203670718,4.183805746,4.172217241,4.163327939,4.149875888,4.128286564,4.070095782,3.994216423,3.902298955,3.796428035,3.678337036,3.619169437,3.563931948,3.523007327,3.511173373,3.534047646,3.577890963,3.658452488,3.747989616,3.809167062,3.824850247,3.794172809,3.73015225,3.663052753,3.635337225,3.668511038,3.747198672,3.87134746,4.025030238,4.185464945,4.337812965,4.473696427,4.607924528,4.734664201,4.846913273,4.940786968,5.013709798,5.070362097,5.113795918,5.148554433,5.177284095,5.186904479,5.191641256,5.192970447,5.192585052,5.192141192,5.185306501,5.182449453,5.185765138,5.19848553,
